,E (MeV),loc,Power,Avg. Flux
3532,10.3,RB,85.0,1101186550000.0
3533,10.3,RB,100.0,1134470100000.0
3534,10.4,FT5,85.0,4486274782608.695
3535,10.4,FT5,100.0,5463329791666.667
3536,10.4,PTP,85.0,3834439000000.0
3537,10.4,PTP,100.0,6175055400000.0
3538,10.4,RB,85.0,1043032050000.0
3539,10.4,RB,100.0,1065076550000.0
3540,10.5,FT5,85.0,4231978768115.942
3541,10.5,FT5,100.0,5150256875000.0
3542,10.5,PTP,85.0,3617269000000.0
3543,10.5,PTP,100.0,5828338280000.0
3544,10.5,RB,85.0,989355875000.0
3545,10.5,RB,100.0,1000580200000.0
3546,10.6,FT5,85.0,3994868768115.942
3547,10.6,FT5,100.0,4857994583333.333
3548,10.6,PTP,85.0,3414301000000.0
3549,10.6,PTP,100.0,5504130240000.0
3550,10.6,RB,85.0,939652450000.0
3551,10.6,RB,100.0,940590650000.0
3552,10.7,FT5,85.0,3773540000000.0
3553,10.7,FT5,100.0,4584962708333.333
3554,10.7,PTP,85.0,3224483000000.0
3555,10.7,PTP,100.0,5200776240000.0
3556,10.7,RB,85.0,893445575000.0
3557,10.7,RB,100.0,884748500000.0
3558,10.8,FT5,85.0,3566701231884.058
3559,10.8,FT5,100.0,4329713958333.3335
3560,10.8,PTP,85.0,3046852000000.0
3561,10.8,PTP,100.0,4916755640000.0
3562,10.8,RB,85.0,850291625000.0
3563,10.8,RB,100.0,832729050000.0
3564,10.9,FT5,85.0,3373172028985.5073
3565,10.9,FT5,100.0,4090918125000.0
3566,10.9,PTP,85.0,2880521000000.0
3567,10.9,PTP,100.0,4650671160000.0
3568,10.9,RB,85.0,809787175000.0
3569,10.9,RB,100.0,784234600000.0
3570,11.0,FT5,85.0,3191876594202.8984
3571,11.0,FT5,100.0,3867353750000.0
3572,11.0,PTP,85.0,2724678000000.0
3573,11.0,PTP,100.0,4401238560000.0
3574,11.0,RB,85.0,771572975000.0
3575,11.0,RB,100.0,738994200000.0
3576,11.1,FT5,85.0,3021837028985.5073
3577,11.1,FT5,100.0,3657904375000.0
3578,11.1,PTP,85.0,2578572000000.0
3579,11.1,PTP,100.0,4167276240000.0
3580,11.1,RB,85.0,735338175000.0
3581,11.1,RB,100.0,696760300000.0
3582,11.2,FT5,85.0,2862169347826.087
3583,11.2,FT5,100.0,3461543541666.6665
3584,11.2,PTP,85.0,2441511000000.0
3585,11.2,PTP,100.0,3947695520000.0
3586,11.2,RB,85.0,700821700000.0
3587,11.2,RB,100.0,657305850000.0
3588,11.3,FT5,85.0,2712078478260.8696
3589,11.3,FT5,100.0,3277330416666.6665
3590,11.3,PTP,85.0,2312865000000.0
3591,11.3,PTP,100.0,3741493440000.0
3592,11.3,RB,85.0,667810225000.0
3593,11.3,RB,100.0,620423850000.0
3594,11.4,FT5,85.0,2553038623188.406
3595,11.4,FT5,100.0,3083854791666.6665
3596,11.4,PTP,85.0,2181397000000.0
3597,11.4,PTP,100.0,3525225760000.0
3598,11.4,RB,85.0,631046775000.0
3599,11.4,RB,100.0,581295500000.0
3600,11.5,FT5,85.0,2365773768115.942
3601,11.5,FT5,100.0,2858039375000.0
3602,11.5,PTP,85.0,2034780000000.0
3603,11.5,PTP,100.0,3273322120000.0
3604,11.5,RB,85.0,585933450000.0
3605,11.5,RB,100.0,535771850000.0
3606,11.6,FT5,85.0,2169641449275.3623
3607,11.6,FT5,100.0,2621429791666.6665
3608,11.6,PTP,85.0,1883718000000.0
3609,11.6,PTP,100.0,3009077400000.0
3610,11.6,RB,85.0,538822275000.0
3611,11.6,RB,100.0,489627200000.0
3612,11.7,FT5,85.0,1987998101449.2754
3613,11.7,FT5,100.0,2401851666666.6665
3614,11.7,PTP,85.0,1742579000000.0
3615,11.7,PTP,100.0,2763235760000.0
3616,11.7,RB,85.0,495347125000.0
3617,11.7,RB,100.0,447830250000.0
3618,11.8,FT5,85.0,1822848528985.5073
3619,11.8,FT5,100.0,2202407229166.6665
3620,11.8,PTP,85.0,1613083000000.0
3621,11.8,PTP,100.0,2539496760000.0
3622,11.8,RB,85.0,455222775000.0
3623,11.8,RB,100.0,409937050000.0
3624,11.9,FT5,85.0,1672557246376.8115
3625,11.9,FT5,100.0,2021091854166.6667
3626,11.9,PTP,85.0,1494184700000.0
3627,11.9,PTP,100.0,2335697440000.0
3628,11.9,RB,85.0,418200650000.0
3629,11.9,RB,100.0,375552450000.0
3630,12.0,FT5,85.0,1535671275362.3188
3631,12.0,FT5,100.0,1856114541666.6667
3632,12.0,PTP,85.0,1384938300000.0
3633,12.0,PTP,100.0,2149903328000.0
3634,12.0,RB,85.0,384060275000.0
3635,12.0,RB,100.0,344324400000.0
3636,12.1,FT5,85.0,1410895978260.8696
3637,12.1,FT5,100.0,1705875812500.0
3638,12.1,PTP,85.0,1284487700000.0
3639,12.1,PTP,100.0,1980381940000.0
3640,12.1,RB,85.0,352602450000.0
3641,12.1,RB,100.0,315938595000.0
3642,12.2,FT5,85.0,1297077601449.2754
3643,12.2,FT5,100.0,1568949500000.0
3644,12.2,PTP,85.0,1192064100000.0
3645,12.2,PTP,100.0,1825582748000.0
3646,12.2,RB,85.0,323644025000.0
3647,12.2,RB,100.0,290114420000.0
3648,12.3,FT5,85.0,1193183811594.203
3649,12.3,FT5,100.0,1444057666666.6667
3650,12.3,PTP,85.0,1106967000000.0
3651,12.3,PTP,100.0,1684114280000.0
3652,12.3,RB,85.0,297014350000.0
3653,12.3,RB,100.0,266601265000.0
3654,12.4,FT5,85.0,1098288057971.0145
3655,12.4,FT5,100.0,1330053229166.6667
3656,12.4,PTP,85.0,1028563600000.0
3657,12.4,PTP,100.0,1554725880000.0
3658,12.4,RB,85.0,272552650000.0
3659,12.4,RB,100.0,245174935000.0
3660,12.5,FT5,85.0,1011558391304.3478
3661,12.5,FT5,100.0,1225909375000.0
3662,12.5,PTP,85.0,956280900000.0
3663,12.5,PTP,100.0,1436293936000.0
3664,12.5,RB,85.0,250106475000.0
3665,12.5,RB,100.0,225634355000.0
3666,12.6,FT5,85.0,932246652173.9131
3667,12.6,FT5,100.0,1130703541666.6667
3668,12.6,PTP,85.0,889597100000.0
3669,12.6,PTP,100.0,1327807948000.0
3670,12.6,RB,85.0,229530775000.0
3671,12.6,RB,100.0,207799195000.0
3672,12.7,FT5,85.0,859677804347.826
3673,12.7,FT5,100.0,1043604875000.0
3674,12.7,PTP,85.0,828042800000.0
3675,12.7,PTP,100.0,1228357800000.0
3676,12.7,RB,85.0,210687075000.0
3677,12.7,RB,100.0,191508010000.0
3678,12.8,FT5,85.0,793264311594.2029
3679,12.8,FT5,100.0,963900083333.3334
3680,12.8,PTP,85.0,771202600000.0
3681,12.8,PTP,100.0,1137153688000.0
3682,12.8,RB,85.0,193443525000.0
3683,12.8,RB,100.0,176615785000.0
3684,12.9,FT5,85.0,732494166666.6666
3685,12.9,FT5,100.0,890975770833.3334
3686,12.9,PTP,85.0,718712200000.0
3687,12.9,PTP,100.0,1053512440000.0
3688,12.9,RB,85.0,177674915000.0
3689,12.9,RB,100.0,162991810000.0
3690,13.0,FT5,85.0,676867623188.4058
3691,13.0,FT5,100.0,824223208333.3334
3692,13.0,PTP,85.0,670216600000.0
3693,13.0,PTP,100.0,976770332000.0
3694,13.0,RB,85.0,163262492500.0
3695,13.0,RB,100.0,150518840000.0
3696,13.1,FT5,85.0,625902268115.942
3697,13.1,FT5,100.0,763044833333.3334
3698,13.1,PTP,85.0,625369400000.0
3699,13.1,PTP,100.0,906284944000.0
3700,13.1,RB,85.0,150094360000.0
3701,13.1,RB,100.0,139091490000.0
3702,13.2,FT5,85.0,579177384057.9711
3703,13.2,FT5,100.0,706926729166.6666
3704,13.2,PTP,85.0,583866300000.0
3705,13.2,PTP,100.0,841495572000.0
3706,13.2,RB,85.0,138065470000.0
3707,13.2,RB,100.0,128614415000.0
3708,13.3,FT5,85.0,535600992753.62317
3709,13.3,FT5,100.0,654857979166.6666
3710,13.3,PTP,85.0,543832000000.0
3711,13.3,PTP,100.0,781762816000.0
3712,13.3,RB,85.0,127165642500.0
3713,13.3,RB,100.0,118715845000.0
3714,13.4,FT5,85.0,494303985507.2464
3715,13.4,FT5,100.0,606255312500.0
3716,13.4,PTP,85.0,502663600000.0
3717,13.4,PTP,100.0,726581700000.0
3718,13.4,RB,85.0,117416892500.0
3719,13.4,RB,100.0,109135970000.0
3720,13.5,FT5,85.0,456040601449.2754
3721,13.5,FT5,100.0,561790875000.0
3722,13.5,PTP,85.0,461372700000.0
3723,13.5,PTP,100.0,675985552000.0
3724,13.5,RB,85.0,108689332500.0
3725,13.5,RB,100.0,100281080000.0
3726,13.6,FT5,85.0,421334992753.62317
3727,13.6,FT5,100.0,521458145833.3333
3728,13.6,PTP,85.0,422809700000.0
3729,13.6,PTP,100.0,630029404000.0
3730,13.6,RB,85.0,100823052500.0
3731,13.6,RB,100.0,92422670000.0
3732,13.7,FT5,85.0,389821500000.0
3733,13.7,FT5,100.0,484599583333.3333
3734,13.7,PTP,85.0,387766400000.0
3735,13.7,PTP,100.0,588386168000.0
3736,13.7,RB,85.0,93725870000.0
3737,13.7,RB,100.0,85434495000.0
3738,13.8,FT5,85.0,361143268115.942
3739,13.8,FT5,100.0,450874062500.0
3740,13.8,PTP,85.0,355909200000.0
3741,13.8,PTP,100.0,549453268000.0
3742,13.8,RB,85.0,87315327500.0
3743,13.8,RB,100.0,79208005000.0
3744,13.9,FT5,85.0,334935326086.95654
3745,13.9,FT5,100.0,419960625000.0
3746,13.9,PTP,85.0,326945700000.0
3747,13.9,PTP,100.0,512701784000.0
3748,13.9,RB,85.0,81517775000.0
3749,13.9,RB,100.0,73649590000.0
3750,14.0,FT5,85.0,310934072463.7681
3751,14.0,FT5,100.0,391582604166.6667
3752,14.0,PTP,85.0,300601200000.0
3753,14.0,PTP,100.0,479829644000.0
3754,14.0,RB,85.0,76267727500.0
3755,14.0,RB,100.0,68678420000.0
3756,14.1,FT5,85.0,289021028985.50726
3757,14.1,FT5,100.0,365783604166.6667
3758,14.1,PTP,85.0,276660200000.0
3759,14.1,PTP,100.0,450517448000.0
3760,14.1,RB,85.0,71144707500.0
3761,14.1,RB,100.0,64115375000.0
3762,14.2,FT5,85.0,269451775362.31885
3763,14.2,FT5,100.0,343672875000.0
3764,14.2,PTP,85.0,255692200000.0
3765,14.2,PTP,100.0,421273788000.0
3766,14.2,RB,85.0,65459387500.0
3767,14.2,RB,100.0,59704385000.0
3768,14.3,FT5,85.0,252354021739.13043
3769,14.3,FT5,100.0,325669229166.6667
3770,14.3,PTP,85.0,238094600000.0
3771,14.3,PTP,100.0,390125368000.0
3772,14.3,RB,85.0,59355107500.0
3773,14.3,RB,100.0,55444245000.0
3774,14.4,FT5,85.0,237090876811.5942
3775,14.4,FT5,100.0,309963104166.6667
3776,14.4,PTP,85.0,222663200000.0
3777,14.4,PTP,100.0,359827808000.0
3778,14.4,RB,85.0,53617402500.0
3779,14.4,RB,100.0,51538310000.0
3780,14.5,FT5,85.0,222969768115.94202
3781,14.5,FT5,100.0,293977166666.6667
3782,14.5,PTP,85.0,208333200000.0
3783,14.5,PTP,100.0,332555844000.0
3784,14.5,RB,85.0,48543015000.0
3785,14.5,RB,100.0,48051535000.0
3786,14.6,FT5,85.0,209830984782.6087
3787,14.6,FT5,100.0,277755375000.0
3788,14.6,PTP,85.0,194885600000.0
3789,14.6,PTP,100.0,307874636000.0
3790,14.6,RB,85.0,44046635000.0
3791,14.6,RB,100.0,44936990000.0
3792,14.7,FT5,85.0,197787352898.55072
3793,14.7,FT5,100.0,263528958333.33334
3794,14.7,PTP,85.0,182231100000.0
3795,14.7,PTP,100.0,285479360000.0
3796,14.7,RB,85.0,40054682500.0
3797,14.7,RB,100.0,42153632500.0
3798,14.8,FT5,85.0,186774400724.6377
3799,14.8,FT5,100.0,251136791666.66666
3800,14.8,PTP,85.0,170409700000.0
3801,14.8,PTP,100.0,265178308000.0
3802,14.8,RB,85.0,36503577500.0
3803,14.8,RB,100.0,39665499000.0
3804,14.9,FT5,85.0,176624058695.65216
3805,14.9,FT5,100.0,239493104166.66666
3806,14.9,PTP,85.0,159411150000.0
3807,14.9,PTP,100.0,246771808000.0
3808,14.9,RB,85.0,33338285000.0
3809,14.9,RB,100.0,37441035500.0
3810,15.0,FT5,85.0,167255052173.91306
3811,15.0,FT5,100.0,228542937500.0
3812,15.0,PTP,85.0,149173610000.0
3813,15.0,PTP,100.0,230052320000.0
3814,15.0,RB,85.0,30511072500.0
3815,15.0,RB,100.0,35452532000.0
3816,15.1,FT5,85.0,157891768840.5797
3817,15.1,FT5,100.0,217025770833.33334
3818,15.1,PTP,85.0,139864500000.0
3819,15.1,PTP,100.0,215095292000.0
3820,15.1,RB,85.0,28039050000.0
3821,15.1,RB,100.0,33491752500.0
3822,15.2,FT5,85.0,147753499275.3623
3823,15.2,FT5,100.0,203659187500.0
3824,15.2,PTP,85.0,131666710000.0
3825,15.2,PTP,100.0,201977989200.0
3826,15.2,RB,85.0,25955927750.0
3827,15.2,RB,100.0,31379672000.0
3828,15.3,FT5,85.0,137552979710.14493
3829,15.3,FT5,100.0,189739770833.33334
3830,15.3,PTP,85.0,124288430000.0
3831,15.3,PTP,100.0,190219412000.0
3832,15.3,RB,85.0,24188466000.0
3833,15.3,RB,100.0,29329795000.0
3834,15.4,FT5,85.0,128099605797.10146
3835,15.4,FT5,100.0,176745104166.66666
3836,15.4,PTP,85.0,117394930000.0
3837,15.4,PTP,100.0,179347301600.0
3838,15.4,RB,85.0,22648381000.0
3839,15.4,RB,100.0,27519643500.0
3840,15.5,FT5,85.0,119410748550.72464
3841,15.5,FT5,100.0,164763239583.33334
3842,15.5,PTP,85.0,110915490000.0
3843,15.5,PTP,100.0,169243756400.0
3844,15.5,RB,85.0,21298262000.0
3845,15.5,RB,100.0,25913266500.0
3846,15.6,FT5,85.0,111418246376.8116
3847,15.6,FT5,100.0,153708652083.33334
3848,15.6,PTP,85.0,104823450000.0
3849,15.6,PTP,100.0,159848287600.0
3850,15.6,RB,85.0,20107575000.0
3851,15.6,RB,100.0,24481084500.0
3852,15.7,FT5,85.0,104060371739.13043
3853,15.7,FT5,100.0,143503293750.0
3854,15.7,PTP,85.0,99093970000.0
3855,15.7,PTP,100.0,151105273200.0
3856,15.7,RB,85.0,19051293750.0
3857,15.7,RB,100.0,23198626000.0
3858,15.8,FT5,85.0,97281271739.13043
3859,15.8,FT5,100.0,134076070833.33333
3860,15.8,PTP,85.0,93703500000.0
3861,15.8,PTP,100.0,142963548400.0
3862,15.8,RB,85.0,18108851500.0
3863,15.8,RB,100.0,22045552000.0
3864,15.9,FT5,85.0,91030307971.0145
3865,15.9,FT5,100.0,125362322916.66667
3866,15.9,PTP,85.0,88629890000.0
3867,15.9,PTP,100.0,135376007600.0
3868,15.9,RB,85.0,17263273250.0
3869,15.9,RB,100.0,21004895500.0
3870,16.0,FT5,85.0,85261515217.39131
3871,16.0,FT5,100.0,117302958333.33333
3872,16.0,PTP,85.0,83852670000.0
3873,16.0,PTP,100.0,128299406400.0
3874,16.0,RB,85.0,16500496000.0
3875,16.0,RB,100.0,20062437000.0
3876,16.1,FT5,85.0,79933216666.66667
3877,16.1,FT5,100.0,109844012500.0
3878,16.1,PTP,85.0,79352580000.0
3879,16.1,PTP,100.0,121694008800.0
3880,16.1,RB,85.0,15808872250.0
3881,16.1,RB,100.0,19206185000.0
3882,16.2,FT5,85.0,75007577536.23189
3883,16.2,FT5,100.0,102936295833.33333
3884,16.2,PTP,85.0,75111740000.0
3885,16.2,PTP,100.0,115523310000.0
3886,16.2,RB,85.0,15178722475.0
3887,16.2,RB,100.0,18425996500.0
3888,16.3,FT5,85.0,70450276811.59421
3889,16.3,FT5,100.0,96534950000.0
3890,16.3,PTP,85.0,71113650000.0
3891,16.3,PTP,100.0,109753963200.0
3892,16.3,RB,85.0,14601964550.0
3893,16.3,RB,100.0,17713244700.0
3894,16.4,FT5,85.0,66230292028.985504
3895,16.4,FT5,100.0,90599100000.0
3896,16.4,PTP,85.0,67343080000.0
3897,16.4,PTP,100.0,104355368000.0
3898,16.4,RB,85.0,14071866275.0
3899,16.4,RB,100.0,17060536800.0
3900,16.5,FT5,85.0,62164247826.08696
3901,16.5,FT5,100.0,85101389583.33333
3902,16.5,PTP,85.0,62550980000.0
3903,16.5,PTP,100.0,98068193200.0
3904,16.5,RB,85.0,13348759950.0
3905,16.5,RB,100.0,16272077900.0
3906,16.6,FT5,85.0,58083660144.927536
3907,16.6,FT5,100.0,80007743750.0
3908,16.6,PTP,85.0,55661100000.0
3909,16.6,PTP,100.0,89773368400.0
3910,16.6,RB,85.0,12225492700.0
3911,16.6,RB,100.0,15171564950.0
3912,16.7,FT5,85.0,54154639855.072464
3913,16.7,FT5,100.0,75256885416.66667
3914,16.7,PTP,85.0,48285720000.0
3915,16.7,PTP,100.0,81008250000.0
3916,16.7,RB,85.0,10993349600.0
3917,16.7,RB,100.0,13980650050.0
3918,16.8,FT5,85.0,50536991304.347824
3919,16.8,FT5,100.0,70801208333.33333
3920,16.8,PTP,85.0,41865460000.0
3921,16.8,PTP,100.0,73186820800.0
3922,16.8,RB,85.0,9904102800.0
3923,16.8,RB,100.0,12897776900.0
3924,16.9,FT5,85.0,47208541304.347824
3925,16.9,FT5,100.0,66617681250.0
3926,16.9,PTP,85.0,36327180000.0
3927,16.9,PTP,100.0,66251720000.0
3928,16.9,RB,85.0,8939051475.0
3929,16.9,RB,100.0,11909651450.0
3930,17.0,FT5,85.0,44139223913.04348
3931,17.0,FT5,100.0,62686150000.0
3932,17.0,PTP,85.0,31546620000.0
3933,17.0,PTP,100.0,60091921200.0
3934,17.0,RB,85.0,8082133925.0
3935,17.0,RB,100.0,11004725200.0
3936,17.1,FT5,85.0,41302570289.85507
3937,17.1,FT5,100.0,58988087500.0
3938,17.1,PTP,85.0,27417480000.0
3939,17.1,PTP,100.0,54611349600.0
3940,17.1,RB,85.0,7319506050.0
3941,17.1,RB,100.0,10172916600.0
3942,17.2,FT5,85.0,38675194202.89855
3943,17.2,FT5,100.0,55506406250.0
3944,17.2,PTP,85.0,23848660000.0
3945,17.2,PTP,100.0,49726702800.0
3946,17.2,RB,85.0,6639200225.0
3947,17.2,RB,100.0,9405442650.0
3948,17.3,FT5,85.0,36230090579.710144
3949,17.3,FT5,100.0,52219750000.0
3950,17.3,PTP,85.0,20762090000.0
3951,17.3,PTP,100.0,45365643600.0
3952,17.3,RB,85.0,6030871400.0
3953,17.3,RB,100.0,8694644350.0
3954,17.4,FT5,85.0,33951353623.188404
3955,17.4,FT5,100.0,49115589583.333336
3956,17.4,PTP,85.0,18090710000.0
3957,17.4,PTP,100.0,41465240000.0
3958,17.4,RB,85.0,5485545975.0
3959,17.4,RB,100.0,8033832200.0
3960,17.5,FT5,85.0,31834686956.52174
3961,17.5,FT5,100.0,46191168750.0
3962,17.5,PTP,85.0,15776927000.0
3963,17.5,PTP,100.0,37970628000.0
3964,17.5,RB,85.0,4995425400.0
3965,17.5,RB,100.0,7417158250.0
3966,17.6,FT5,85.0,29862471739.130436
3967,17.6,FT5,100.0,43431472916.666664
3968,17.6,PTP,85.0,13771327000.0
3969,17.6,PTP,100.0,34833945200.0
3970,17.6,RB,85.0,4553728825.0
3971,17.6,RB,100.0,6839498200.0
3972,17.7,FT5,85.0,28015285507.246376
3973,17.7,FT5,100.0,40819237500.0
3974,17.7,PTP,85.0,12031384000.0
3975,17.7,PTP,100.0,32013413600.0
3976,17.7,RB,85.0,4154550600.0
3977,17.7,RB,100.0,6296368150.0
3978,17.8,FT5,85.0,26281295724.63768
3979,17.8,FT5,100.0,38343552083.333336
3980,17.8,PTP,85.0,10520579000.0
3981,17.8,PTP,100.0,29472527600.0
3982,17.8,RB,85.0,3792740600.0
3983,17.8,RB,100.0,5783842800.0
3984,17.9,FT5,85.0,24649866594.2029
3985,17.9,FT5,100.0,35994320833.333336
3986,17.9,PTP,85.0,9207538000.0
3987,17.9,PTP,100.0,27179356000.0
3988,17.9,RB,85.0,3463807050.0
3989,17.9,RB,100.0,5298481350.0
3990,18.0,FT5,85.0,23111435362.31884
3991,18.0,FT5,100.0,33762183333.333332
3992,18.0,PTP,85.0,8065289000.0
3993,18.0,PTP,100.0,25105941120.0
3994,18.0,RB,85.0,3163831150.0
3995,18.0,RB,100.0,4837267800.0
3996,18.1,FT5,85.0,21657403405.7971
3997,18.1,FT5,100.0,31638456250.0
3998,18.1,PTP,85.0,7070687000.0
3999,18.1,PTP,100.0,23227796200.0
4000,18.1,RB,85.0,2889390250.0
4001,18.1,RB,100.0,4397550050.0
4002,18.2,FT5,85.0,20280040072.463768
4003,18.2,FT5,100.0,29615133333.333332
4004,18.2,PTP,85.0,6203819000.0
4005,18.2,PTP,100.0,21523448040.0
4006,18.2,RB,85.0,2637493850.0
4007,18.2,RB,100.0,3977000500.0
4008,18.3,FT5,85.0,18972393043.47826
4009,18.3,FT5,100.0,27684826458.333332
4010,18.3,PTP,85.0,5447565000.0
4011,18.3,PTP,100.0,19974047160.0
4012,18.3,RB,85.0,2405526952.5
4013,18.3,RB,100.0,3573584550.0
4014,18.4,FT5,85.0,17728212101.449276
4015,18.4,FT5,100.0,25840741458.333332
4016,18.4,PTP,85.0,4787209000.0
4017,18.4,PTP,100.0,18563041840.0
4018,18.4,RB,85.0,2191201437.5
4019,18.4,RB,100.0,3185515805.0
4020,18.5,FT5,85.0,16541879057.971014
4021,18.5,FT5,100.0,24076602291.666668
4022,18.5,PTP,85.0,4210076000.0
4023,18.5,PTP,100.0,17275863920.0
4024,18.5,RB,85.0,1992511580.0
4025,18.5,RB,100.0,2811223665.0
4026,18.6,FT5,85.0,15404157659.42029
4027,18.6,FT5,100.0,22396743541.666668
4028,18.6,PTP,85.0,3721309000.0
4029,18.6,PTP,100.0,16097272640.0
4030,18.6,RB,85.0,1814039512.25
4031,18.6,RB,100.0,2473191743.5
4032,18.7,FT5,85.0,14313197804.347826
4033,18.7,FT5,100.0,20810645833.333332
4034,18.7,PTP,85.0,3348157000.0
4035,18.7,PTP,100.0,14992311480.0
4036,18.7,RB,85.0,1664702792.25
4037,18.7,RB,100.0,2215860983.5
4038,18.8,FT5,85.0,13263056739.130434
4039,18.8,FT5,100.0,19288948125.0
4040,18.8,PTP,85.0,3074541000.0
4041,18.8,PTP,100.0,13908908880.0
4042,18.8,RB,85.0,1538146775.0
4043,18.8,RB,100.0,2033353000.0
4044,18.9,FT5,85.0,12222169130.434782
4045,18.9,FT5,100.0,17775213958.333332
4046,18.9,PTP,85.0,2833200000.0
4047,18.9,PTP,100.0,12817397400.0
4048,18.9,RB,85.0,1417430625.0
4049,18.9,RB,100.0,1873803500.0
4050,19.0,FT5,85.0,11169609202.89855
4051,19.0,FT5,100.0,16244479583.333334
4052,19.0,PTP,85.0,2589180000.0
4053,19.0,PTP,100.0,11713621880.0
4054,19.0,RB,85.0,1295362425.0
4055,19.0,RB,100.0,1712451000.0
4056,19.1,FT5,85.0,10105353840.57971
4057,19.1,FT5,100.0,14696699375.0
4058,19.1,PTP,85.0,2342462000.0
4059,19.1,PTP,100.0,10597553400.0
4060,19.1,RB,85.0,1171938025.0
4061,19.1,RB,100.0,1549295500.0
4062,19.2,FT5,85.0,9029375652.173914
4063,19.2,FT5,100.0,13131853333.333334
4064,19.2,PTP,85.0,2093034000.0
4065,19.2,PTP,100.0,9469176760.0
4066,19.2,RB,85.0,1047154200.0
4067,19.2,RB,100.0,1384338000.0
4068,19.3,FT5,85.0,7941654710.144928
4069,19.3,FT5,100.0,11549941666.666666
4070,19.3,PTP,85.0,1840893000.0
4071,19.3,PTP,100.0,8328485000.0
4072,19.3,RB,85.0,921009075.0
4073,19.3,RB,100.0,1217578200.0
4074,19.4,FT5,85.0,6842190217.391304
4075,19.4,FT5,100.0,9950942708.333334
4076,19.4,PTP,85.0,1586031700.0
4077,19.4,PTP,100.0,7175469040.0
4078,19.4,RB,85.0,793502525.0
4079,19.4,RB,100.0,1049014350.0
4080,19.5,FT5,85.0,5730971630.434783
4081,19.5,FT5,100.0,8334844791.666667
4082,19.5,PTP,85.0,1328448000.0
4083,19.5,PTP,100.0,6010126720.0
4084,19.5,RB,85.0,664632000.0
4085,19.5,RB,100.0,878647500.0
4086,19.6,FT5,85.0,4607998369.565217
4087,19.6,FT5,100.0,6701649375.0
4088,19.6,PTP,85.0,1068141300.0
4089,19.6,PTP,100.0,4832455160.0
4090,19.6,RB,85.0,534398475.0
4091,19.6,RB,100.0,706478450.0
4092,19.7,FT5,85.0,3473269434.7826085
4093,19.7,FT5,100.0,5051353333.333333
4094,19.7,PTP,85.0,805108800.0
4095,19.7,PTP,100.0,3642452344.0
4096,19.7,RB,85.0,402802150.0
4097,19.7,RB,100.0,532507100.0
4098,19.8,FT5,85.0,2326781644.927536
4099,19.8,FT5,100.0,3383957666.6666665
4100,19.8,PTP,85.0,539351300.0
4101,19.8,PTP,100.0,2440119368.0
4102,19.8,RB,85.0,269841567.5
4103,19.8,RB,100.0,356732700.0
4104,19.9,FT5,85.0,1168535268.115942
4105,19.9,FT5,100.0,1699460729.1666667
4106,19.9,PTP,85.0,270868130.0
4107,19.9,PTP,100.0,1225454916.0
4108,19.9,RB,85.0,135517367.5
4109,19.9,RB,100.0,179154915.0
4110,20.0,FT5,85.0,293236101.4492754
4111,20.0,FT5,100.0,426468479.1666667
4112,20.0,PTP,85.0,67972630.0
4113,20.0,PTP,100.0,307519812.0
4114,20.0,RB,85.0,34007175.0
4115,20.0,RB,100.0,44957715.0
4116,20.5,FT5,85.0,0.0
4117,20.5,FT5,100.0,0.0
4118,20.5,PTP,85.0,0.0
4119,20.5,PTP,100.0,0.0
4120,20.5,RB,85.0,0.0
4121,20.5,RB,100.0,0.0
4122,21.0,FT5,85.0,0.0
4123,21.0,FT5,100.0,0.0
4124,21.0,PTP,85.0,0.0
4125,21.0,PTP,100.0,0.0
4126,21.0,RB,85.0,0.0
4127,21.0,RB,100.0,0.0
4128,21.5,FT5,85.0,0.0
4129,21.5,FT5,100.0,0.0
4130,21.5,PTP,85.0,0.0
4131,21.5,PTP,100.0,0.0
4132,21.5,RB,85.0,0.0
4133,21.5,RB,100.0,0.0
4134,22.0,FT5,85.0,0.0
4135,22.0,FT5,100.0,0.0
4136,22.0,PTP,85.0,0.0
4137,22.0,PTP,100.0,0.0
4138,22.0,RB,85.0,0.0
4139,22.0,RB,100.0,0.0
4140,22.5,FT5,85.0,0.0
4141,22.5,FT5,100.0,0.0
4142,22.5,PTP,85.0,0.0
4143,22.5,PTP,100.0,0.0
4144,22.5,RB,85.0,0.0
4145,22.5,RB,100.0,0.0
4146,23.0,FT5,85.0,0.0
4147,23.0,FT5,100.0,0.0
4148,23.0,PTP,85.0,0.0
4149,23.0,PTP,100.0,0.0
4150,23.0,RB,85.0,0.0
4151,23.0,RB,100.0,0.0
4152,23.5,FT5,85.0,0.0
4153,23.5,FT5,100.0,0.0
4154,23.5,PTP,85.0,0.0
4155,23.5,PTP,100.0,0.0
4156,23.5,RB,85.0,0.0
4157,23.5,RB,100.0,0.0
4158,24.0,FT5,85.0,0.0
4159,24.0,FT5,100.0,0.0
4160,24.0,PTP,85.0,0.0
4161,24.0,PTP,100.0,0.0
4162,24.0,RB,85.0,0.0
4163,24.0,RB,100.0,0.0
4164,24.5,FT5,85.0,0.0
4165,24.5,FT5,100.0,0.0
4166,24.5,PTP,85.0,0.0
4167,24.5,PTP,100.0,0.0
4168,24.5,RB,85.0,0.0
4169,24.5,RB,100.0,0.0
4170,25.0,FT5,85.0,0.0
4171,25.0,FT5,100.0,0.0
4172,25.0,PTP,85.0,0.0
4173,25.0,PTP,100.0,0.0
