,E (MeV),loc,Power,Avg. Flux
1177,2.3e-07,FT5,100.0,135100156250000.0
1178,2.3e-07,PTP,85.0,83311690000000.0
1179,2.3e-07,PTP,100.0,132356726400000.0
1180,2.3e-07,RB,85.0,49665985000000.0
1181,2.3e-07,RB,100.0,52398060000000.0
1182,2.4e-07,FT5,85.0,104179239130434.78
1183,2.4e-07,FT5,100.0,128839689583333.33
1184,2.4e-07,PTP,85.0,79704270000000.0
1185,2.4e-07,PTP,100.0,126557782400000.0
1186,2.4e-07,RB,85.0,47279097500000.0
1187,2.4e-07,RB,100.0,49743675000000.0
1188,2.55e-07,FT5,85.0,99632263043478.27
1189,2.55e-07,FT5,100.0,122848591666666.67
1190,2.55e-07,PTP,85.0,76637360000000.0
1191,2.55e-07,PTP,100.0,121537133200000.0
1192,2.55e-07,RB,85.0,45066410000000.0
1193,2.55e-07,RB,100.0,47330160000000.0
1194,2.7e-07,FT5,85.0,95835218840579.7
1195,2.7e-07,FT5,100.0,117971912500000.0
1196,2.7e-07,PTP,85.0,74185520000000.0
1197,2.7e-07,PTP,100.0,117539490000000.0
1198,2.7e-07,RB,85.0,43287185000000.0
1199,2.7e-07,RB,100.0,45427195000000.0
1200,2.8e-07,FT5,85.0,92988644202898.55
1201,2.8e-07,FT5,100.0,114672131250000.0
1202,2.8e-07,PTP,85.0,72445060000000.0
1203,2.8e-07,PTP,100.0,114655866800000.0
1204,2.8e-07,RB,85.0,42019812500000.0
1205,2.8e-07,RB,100.0,44092265000000.0
1206,3e-07,FT5,85.0,90631673913043.48
1207,3e-07,FT5,100.0,112036306250000.0
1208,3e-07,PTP,85.0,71058960000000.0
1209,3e-07,PTP,100.0,112240841600000.0
1210,3e-07,RB,85.0,40885020000000.0
1211,3e-07,RB,100.0,42881000000000.0
1212,3.2e-07,FT5,85.0,88787928985507.25
1213,3.2e-07,FT5,100.0,109726110416666.67
1214,3.2e-07,PTP,85.0,69834340000000.0
1215,3.2e-07,PTP,100.0,110378170000000.0
1216,3.2e-07,RB,85.0,39916425000000.0
1217,3.2e-07,RB,100.0,41782920000000.0
1218,3.4e-07,FT5,85.0,87305313768115.94
1219,3.4e-07,FT5,100.0,107685137500000.0
1220,3.4e-07,PTP,85.0,68661680000000.0
1221,3.4e-07,PTP,100.0,108787560000000.0
1222,3.4e-07,RB,85.0,39152907500000.0
1223,3.4e-07,RB,100.0,40867740000000.0
1224,3.6e-07,FT5,85.0,86105303623188.4
1225,3.6e-07,FT5,100.0,106177118750000.0
1226,3.6e-07,PTP,85.0,67593190000000.0
1227,3.6e-07,PTP,100.0,107133898000000.0
1228,3.6e-07,RB,85.0,38666602500000.0
1229,3.6e-07,RB,100.0,40350070000000.0
1230,3.8e-07,FT5,85.0,85886767391304.34
1231,3.8e-07,FT5,100.0,105895281250000.0
1232,3.8e-07,PTP,85.0,67191320000000.0
1233,3.8e-07,PTP,100.0,106515161600000.0
1234,3.8e-07,RB,85.0,38748122500000.0
1235,3.8e-07,RB,100.0,40548760000000.0
1236,4e-07,FT5,85.0,86607102173913.05
1237,4e-07,FT5,100.0,106568027083333.33
1238,4e-07,PTP,85.0,67854730000000.0
1239,4e-07,PTP,100.0,107319056800000.0
1240,4e-07,RB,85.0,39043222500000.0
1241,4e-07,RB,100.0,40890800000000.0
1242,4.25e-07,FT5,85.0,87223744927536.23
1243,4.25e-07,FT5,100.0,107113047916666.67
1244,4.25e-07,PTP,85.0,68730460000000.0
1245,4.25e-07,PTP,100.0,108272915200000.0
1246,4.25e-07,RB,85.0,39027672500000.0
1247,4.25e-07,RB,100.0,40820345000000.0
1248,4.5e-07,FT5,85.0,86945235507246.38
1249,4.5e-07,FT5,100.0,106786747916666.67
1250,4.5e-07,PTP,85.0,68636850000000.0
1251,4.5e-07,PTP,100.0,108210570800000.0
1252,4.5e-07,RB,85.0,38627077500000.0
1253,4.5e-07,RB,100.0,40425710000000.0
1254,4.75e-07,FT5,85.0,86103497826086.95
1255,4.75e-07,FT5,100.0,105985114583333.33
1256,4.75e-07,PTP,85.0,68033290000000.0
1257,4.75e-07,PTP,100.0,107491560000000.0
1258,4.75e-07,RB,85.0,38124960000000.0
1259,4.75e-07,RB,100.0,39930780000000.0
1260,5e-07,FT5,85.0,85144965217391.3
1261,5e-07,FT5,100.0,105195756250000.0
1262,5e-07,PTP,85.0,67640930000000.0
1263,5e-07,PTP,100.0,106703170400000.0
1264,5e-07,RB,85.0,37743592500000.0
1265,5e-07,RB,100.0,39447445000000.0
1266,5.25e-07,FT5,85.0,84234005072463.77
1267,5.25e-07,FT5,100.0,104478552083333.33
1268,5.25e-07,PTP,85.0,67238950000000.0
1269,5.25e-07,PTP,100.0,105927094800000.0
1270,5.25e-07,RB,85.0,37324205000000.0
1271,5.25e-07,RB,100.0,38908875000000.0
1272,5.5e-07,FT5,85.0,83533321014492.75
1273,5.5e-07,FT5,100.0,103892602083333.33
1274,5.5e-07,PTP,85.0,66610280000000.0
1275,5.5e-07,PTP,100.0,105244285600000.0
1276,5.5e-07,RB,85.0,36711782500000.0
1277,5.5e-07,RB,100.0,38250130000000.0
1278,5.75e-07,FT5,85.0,82717865942028.98
1279,5.75e-07,FT5,100.0,102896920833333.33
1280,5.75e-07,PTP,85.0,65595360000000.0
1281,5.75e-07,PTP,100.0,104128869200000.0
1282,5.75e-07,RB,85.0,36045530000000.0
1283,5.75e-07,RB,100.0,37557110000000.0
1284,6e-07,FT5,85.0,81716220289855.08
1285,6e-07,FT5,100.0,101451368750000.0
1286,6e-07,PTP,85.0,64666230000000.0
1287,6e-07,PTP,100.0,102494911200000.0
1288,6e-07,RB,85.0,35572595000000.0
1289,6e-07,RB,100.0,37065265000000.0
1290,6.3e-07,FT5,85.0,81204060144927.53
1291,6.3e-07,FT5,100.0,100815239583333.33
1292,6.3e-07,PTP,85.0,64523080000000.0
1293,6.3e-07,PTP,100.0,101651568800000.0
1294,6.3e-07,RB,85.0,35463492500000.0
1295,6.3e-07,RB,100.0,37012820000000.0
1296,6.6e-07,FT5,85.0,81264068115942.03
1297,6.6e-07,FT5,100.0,101011977083333.33
1298,6.6e-07,PTP,85.0,64474860000000.0
1299,6.6e-07,PTP,100.0,101809452400000.0
1300,6.6e-07,RB,85.0,35625767500000.0
1301,6.6e-07,RB,100.0,37259625000000.0
1302,6.9e-07,FT5,85.0,81277334057971.02
1303,6.9e-07,FT5,100.0,100871966666666.67
1304,6.9e-07,PTP,85.0,64179920000000.0
1305,6.9e-07,PTP,100.0,101722259600000.0
1306,6.9e-07,RB,85.0,35764657500000.0
1307,6.9e-07,RB,100.0,37403835000000.0
1308,7.2e-07,FT5,85.0,80976560869565.22
1309,7.2e-07,FT5,100.0,100016802083333.33
1310,7.2e-07,PTP,85.0,64288530000000.0
1311,7.2e-07,PTP,100.0,101197947600000.0
1312,7.2e-07,RB,85.0,35693620000000.0
1313,7.2e-07,RB,100.0,37231010000000.0
1314,7.6e-07,FT5,85.0,80354294927536.23
1315,7.6e-07,FT5,100.0,98823006250000.0
1316,7.6e-07,PTP,85.0,64506610000000.0
1317,7.6e-07,PTP,100.0,100642503600000.0
1318,7.6e-07,RB,85.0,35418007500000.0
1319,7.6e-07,RB,100.0,36852785000000.0
1320,8e-07,FT5,85.0,79517484782608.7
1321,8e-07,FT5,100.0,97997383333333.33
1322,8e-07,PTP,85.0,64059480000000.0
1323,8e-07,PTP,100.0,99870752800000.0
1324,8e-07,RB,85.0,35098435000000.0
1325,8e-07,RB,100.0,36570985000000.0
1326,8.4e-07,FT5,85.0,78693144927536.23
1327,8.4e-07,FT5,100.0,97640347916666.67
1328,8.4e-07,PTP,85.0,63209150000000.0
1329,8.4e-07,PTP,100.0,98950982400000.0
1330,8.4e-07,RB,85.0,34760232500000.0
1331,8.4e-07,RB,100.0,36306540000000.0
1332,8.8e-07,FT5,85.0,77881734782608.7
1333,8.8e-07,FT5,100.0,96851958333333.33
1334,8.8e-07,PTP,85.0,62559370000000.0
1335,8.8e-07,PTP,100.0,98115967200000.0
1336,8.8e-07,RB,85.0,34216195000000.0
1337,8.8e-07,RB,100.0,35754290000000.0
1338,9.2e-07,FT5,85.0,76934389130434.78
1339,9.2e-07,FT5,100.0,95378304166666.67
1340,9.2e-07,PTP,85.0,61579850000000.0
1341,9.2e-07,PTP,100.0,96978017200000.0
1342,9.2e-07,RB,85.0,33637495000000.0
1343,9.2e-07,RB,100.0,35116160000000.0
1344,9.6e-07,FT5,85.0,76072677536231.89
1345,9.6e-07,FT5,100.0,94269054166666.67
1346,9.6e-07,PTP,85.0,60253050000000.0
1347,9.6e-07,PTP,100.0,95802482000000.0
1348,9.6e-07,RB,85.0,33387622500000.0
1349,9.6e-07,RB,100.0,34760015000000.0
1350,1e-06,FT5,85.0,75231320289855.08
1351,1e-06,FT5,100.0,93424937500000.0
1352,1e-06,PTP,85.0,59743680000000.0
1353,1e-06,PTP,100.0,95154088800000.0
1354,1e-06,RB,85.0,33191955000000.0
1355,1e-06,RB,100.0,34552115000000.0
1356,1.05e-06,FT5,85.0,74653933333333.33
1357,1.05e-06,FT5,100.0,92974439583333.33
1358,1.05e-06,PTP,85.0,60183220000000.0
1359,1.05e-06,PTP,100.0,94945452800000.0
1360,1.05e-06,RB,85.0,32818385000000.0
1361,1.05e-06,RB,100.0,34298495000000.0
1362,1.1e-06,FT5,85.0,74881614492753.62
1363,1.1e-06,FT5,100.0,93035612500000.0
1364,1.1e-06,PTP,85.0,60420450000000.0
1365,1.1e-06,PTP,100.0,94583991200000.0
1366,1.1e-06,RB,85.0,32711517500000.0
1367,1.1e-06,RB,100.0,34085950000000.0
1368,1.15e-06,FT5,85.0,75084723913043.48
1369,1.15e-06,FT5,100.0,92699141666666.67
1370,1.15e-06,PTP,85.0,60425550000000.0
1371,1.15e-06,PTP,100.0,94151847600000.0
1372,1.15e-06,RB,85.0,32980035000000.0
1373,1.15e-06,RB,100.0,34080110000000.0
1374,1.2e-06,FT5,85.0,74971055072463.77
1375,1.2e-06,FT5,100.0,92985827083333.33
1376,1.2e-06,PTP,85.0,61192430000000.0
1377,1.2e-06,PTP,100.0,94892489200000.0
1378,1.2e-06,RB,85.0,33362212500000.0
1379,1.2e-06,RB,100.0,34480800000000.0
1380,1.275e-06,FT5,85.0,75066050724637.69
1381,1.275e-06,FT5,100.0,93501927083333.33
1382,1.275e-06,PTP,85.0,61460460000000.0
1383,1.275e-06,PTP,100.0,95684656000000.0
1384,1.275e-06,RB,85.0,33673625000000.0
1385,1.275e-06,RB,100.0,34925340000000.0
1386,1.35e-06,FT5,85.0,75154018115942.03
1387,1.35e-06,FT5,100.0,92987052083333.33
1388,1.35e-06,PTP,85.0,60989290000000.0
1389,1.35e-06,PTP,100.0,95170329200000.0
1390,1.35e-06,RB,85.0,33722565000000.0
1391,1.35e-06,RB,100.0,34941170000000.0
1392,1.425e-06,FT5,85.0,75097334057971.02
1393,1.425e-06,FT5,100.0,92450922916666.67
1394,1.425e-06,PTP,85.0,60846150000000.0
1395,1.425e-06,PTP,100.0,94566932000000.0
1396,1.425e-06,RB,85.0,33812132500000.0
1397,1.425e-06,RB,100.0,35005090000000.0
1398,1.5e-06,FT5,85.0,75193903623188.4
1399,1.5e-06,FT5,100.0,92785243750000.0
1400,1.5e-06,PTP,85.0,60347240000000.0
1401,1.5e-06,PTP,100.0,94756750400000.0
1402,1.5e-06,RB,85.0,34068050000000.0
1403,1.5e-06,RB,100.0,35322325000000.0
1404,1.6e-06,FT5,85.0,75256897101449.28
1405,1.6e-06,FT5,100.0,93452095833333.33
1406,1.6e-06,PTP,85.0,59979430000000.0
1407,1.6e-06,PTP,100.0,94991056000000.0
1408,1.6e-06,RB,85.0,34076110000000.0
1409,1.6e-06,RB,100.0,35377905000000.0
1410,1.7e-06,FT5,85.0,75094018115942.03
1411,1.7e-06,FT5,100.0,93455881250000.0
1412,1.7e-06,PTP,85.0,60122190000000.0
1413,1.7e-06,PTP,100.0,94813896400000.0
1414,1.7e-06,RB,85.0,33849845000000.0
1415,1.7e-06,RB,100.0,35239365000000.0
1416,1.8e-06,FT5,85.0,74734899275362.31
1417,1.8e-06,FT5,100.0,92809164583333.33
1418,1.8e-06,PTP,85.0,60082460000000.0
1419,1.8e-06,PTP,100.0,94468108400000.0
1420,1.8e-06,RB,85.0,33628202500000.0
1421,1.8e-06,RB,100.0,35058670000000.0
1422,1.9e-06,FT5,85.0,74181515942028.98
1423,1.9e-06,FT5,100.0,92184052083333.33
1424,1.9e-06,PTP,85.0,59838920000000.0
1425,1.9e-06,PTP,100.0,93844149600000.0
1426,1.9e-06,RB,85.0,33500880000000.0
1427,1.9e-06,RB,100.0,34882210000000.0
1428,2e-06,FT5,85.0,73938934057971.02
1429,2e-06,FT5,100.0,91866289583333.33
1430,2e-06,PTP,85.0,59762060000000.0
1431,2e-06,PTP,100.0,93529578800000.0
1432,2e-06,RB,85.0,33478055000000.0
1433,2e-06,RB,100.0,34929280000000.0
1434,2.1e-06,FT5,85.0,73981578985507.25
1435,2.1e-06,FT5,100.0,92021133333333.33
1436,2.1e-06,PTP,85.0,59881480000000.0
1437,2.1e-06,PTP,100.0,93759268400000.0
1438,2.1e-06,RB,85.0,33460067500000.0
1439,2.1e-06,RB,100.0,34916710000000.0
1440,2.2e-06,FT5,85.0,73902803623188.4
1441,2.2e-06,FT5,100.0,92450114583333.33
1442,2.2e-06,PTP,85.0,60189500000000.0
1443,2.2e-06,PTP,100.0,93882942000000.0
1444,2.2e-06,RB,85.0,33368142500000.0
1445,2.2e-06,RB,100.0,34723220000000.0
1446,2.3e-06,FT5,85.0,73726973188405.8
1447,2.3e-06,FT5,100.0,92329431250000.0
1448,2.3e-06,PTP,85.0,60453440000000.0
1449,2.3e-06,PTP,100.0,93714583200000.0
1450,2.3e-06,RB,85.0,33292722500000.0
1451,2.3e-06,RB,100.0,34649015000000.0
1452,2.4e-06,FT5,85.0,73577239855072.47
1453,2.4e-06,FT5,100.0,91457408333333.33
1454,2.4e-06,PTP,85.0,60292660000000.0
1455,2.4e-06,PTP,100.0,93417474800000.0
1456,2.4e-06,RB,85.0,33287007500000.0
1457,2.4e-06,RB,100.0,34687240000000.0
1458,2.55e-06,FT5,85.0,73517443478260.88
1459,2.55e-06,FT5,100.0,90926868750000.0
1460,2.55e-06,PTP,85.0,60195080000000.0
1461,2.55e-06,PTP,100.0,93420766800000.0
1462,2.55e-06,RB,85.0,33279097500000.0
1463,2.55e-06,RB,100.0,34673435000000.0
1464,2.7e-06,FT5,85.0,73547092753623.19
1465,2.7e-06,FT5,100.0,91426085416666.67
1466,2.7e-06,PTP,85.0,59971290000000.0
1467,2.7e-06,PTP,100.0,93478812800000.0
1468,2.7e-06,RB,85.0,33264360000000.0
1469,2.7e-06,RB,100.0,34621945000000.0
1470,2.8e-06,FT5,85.0,73255633333333.33
1471,2.8e-06,FT5,100.0,91137408333333.33
1472,2.8e-06,PTP,85.0,59300750000000.0
1473,2.8e-06,PTP,100.0,92731026400000.0
1474,2.8e-06,RB,85.0,33133167500000.0
1475,2.8e-06,RB,100.0,34438390000000.0
1476,3e-06,FT5,85.0,73004786956521.73
1477,3e-06,FT5,100.0,90219568750000.0
1478,3e-06,PTP,85.0,59154670000000.0
1479,3e-06,PTP,100.0,92280555200000.0
1480,3e-06,RB,85.0,33298350000000.0
1481,3e-06,RB,100.0,34541455000000.0
1482,3.2e-06,FT5,85.0,73892584057971.02
1483,3.2e-06,FT5,100.0,91194702083333.33
1484,3.2e-06,PTP,85.0,59869350000000.0
1485,3.2e-06,PTP,100.0,93394270000000.0
1486,3.2e-06,RB,85.0,34181730000000.0
1487,3.2e-06,RB,100.0,35446840000000.0
1488,3.4e-06,FT5,85.0,74794668840579.7
1489,3.4e-06,FT5,100.0,92459200000000.0
1490,3.4e-06,PTP,85.0,60165200000000.0
1491,3.4e-06,PTP,100.0,94246204000000.0
1492,3.4e-06,RB,85.0,34863582500000.0
1493,3.4e-06,RB,100.0,36262775000000.0
1494,3.6e-06,FT5,85.0,74915052898550.72
1495,3.6e-06,FT5,100.0,92423970833333.33
1496,3.6e-06,PTP,85.0,59990240000000.0
1497,3.6e-06,PTP,100.0,94207645200000.0
1498,3.6e-06,RB,85.0,35129770000000.0
1499,3.6e-06,RB,100.0,36632865000000.0
1500,3.8e-06,FT5,85.0,75282848550724.64
1501,3.8e-06,FT5,100.0,92568041666666.67
1502,3.8e-06,PTP,85.0,60522780000000.0
1503,3.8e-06,PTP,100.0,94870294800000.0
1504,3.8e-06,RB,85.0,35587675000000.0
1505,3.8e-06,RB,100.0,37071775000000.0
1506,4e-06,FT5,85.0,75718523188405.8
1507,4e-06,FT5,100.0,93043822916666.67
1508,4e-06,PTP,85.0,61259600000000.0
1509,4e-06,PTP,100.0,95745859600000.0
1510,4e-06,RB,85.0,35901350000000.0
1511,4e-06,RB,100.0,37366465000000.0
1512,4.25e-06,FT5,85.0,75555854347826.1
1513,4.25e-06,FT5,100.0,93030162500000.0
1514,4.25e-06,PTP,85.0,61310210000000.0
1515,4.25e-06,PTP,100.0,95704112800000.0
1516,4.25e-06,RB,85.0,35759550000000.0
1517,4.25e-06,RB,100.0,37280825000000.0
1518,4.5e-06,FT5,85.0,74607765942028.98
1519,4.5e-06,FT5,100.0,91984212500000.0
1520,4.5e-06,PTP,85.0,60518910000000.0
1521,4.5e-06,PTP,100.0,94538157200000.0
1522,4.5e-06,RB,85.0,35344572500000.0
1523,4.5e-06,RB,100.0,36903490000000.0
1524,4.75e-06,FT5,85.0,73256812318840.58
1525,4.75e-06,FT5,100.0,90292606250000.0
1526,4.75e-06,PTP,85.0,59363130000000.0
1527,4.75e-06,PTP,100.0,92869610000000.0
1528,4.75e-06,RB,85.0,35028257500000.0
1529,4.75e-06,RB,100.0,36581660000000.0
1530,5e-06,FT5,85.0,72431149275362.31
1531,5e-06,FT5,100.0,89306800000000.0
1532,5e-06,PTP,85.0,58828850000000.0
1533,5e-06,PTP,100.0,92034362000000.0
1534,5e-06,RB,85.0,35189555000000.0
1535,5e-06,RB,100.0,36755650000000.0
1536,5.25e-06,FT5,85.0,72449687681159.42
1537,5.25e-06,FT5,100.0,89441864583333.33
1538,5.25e-06,PTP,85.0,58877020000000.0
1539,5.25e-06,PTP,100.0,92235412400000.0
1540,5.25e-06,RB,85.0,35536102500000.0
1541,5.25e-06,RB,100.0,37094220000000.0
1542,5.5e-06,FT5,85.0,72848180434782.61
1543,5.5e-06,FT5,100.0,90018412500000.0
1544,5.5e-06,PTP,85.0,58802390000000.0
1545,5.5e-06,PTP,100.0,92635191200000.0
1546,5.5e-06,RB,85.0,35520067500000.0
1547,5.5e-06,RB,100.0,36987720000000.0
1548,5.75e-06,FT5,85.0,72808279710144.92
1549,5.75e-06,FT5,100.0,90037379166666.67
1550,5.75e-06,PTP,85.0,58476140000000.0
1551,5.75e-06,PTP,100.0,92451946000000.0
1552,5.75e-06,RB,85.0,35152730000000.0
1553,5.75e-06,RB,100.0,36514345000000.0
1554,6e-06,FT5,85.0,71964423913043.48
1555,6e-06,FT5,100.0,88966127083333.33
1556,6e-06,PTP,85.0,57941180000000.0
1557,6e-06,PTP,100.0,91422758000000.0
1558,6e-06,RB,85.0,34564765000000.0
1559,6e-06,RB,100.0,35919765000000.0
1560,6.3e-06,FT5,85.0,71010033333333.33
1561,6.3e-06,FT5,100.0,87820866666666.67
1562,6.3e-06,PTP,85.0,57651130000000.0
1563,6.3e-06,PTP,100.0,90404253600000.0
1564,6.3e-06,RB,85.0,34009702500000.0
1565,6.3e-06,RB,100.0,35373185000000.0
1566,6.6e-06,FT5,85.0,70553633333333.33
1567,6.6e-06,FT5,100.0,87414162500000.0
1568,6.6e-06,PTP,85.0,57552310000000.0
1569,6.6e-06,PTP,100.0,89767036800000.0
1570,6.6e-06,RB,85.0,33868810000000.0
1571,6.6e-06,RB,100.0,35188990000000.0
1572,6.9e-06,FT5,85.0,70969858695652.17
1573,6.9e-06,FT5,100.0,87898141666666.67
1574,6.9e-06,PTP,85.0,56915560000000.0
1575,6.9e-06,PTP,100.0,89303894000000.0
1576,6.9e-06,RB,85.0,34519512500000.0
1577,6.9e-06,RB,100.0,35811190000000.0
1578,7.2e-06,FT5,85.0,72552224637681.16
1579,7.2e-06,FT5,100.0,89679575000000.0
1580,7.2e-06,PTP,85.0,57005770000000.0
1581,7.2e-06,PTP,100.0,90368720400000.0
1582,7.2e-06,RB,85.0,35941742500000.0
1583,7.2e-06,RB,100.0,37264870000000.0
1584,7.6e-06,FT5,85.0,74209051449275.36
1585,7.6e-06,FT5,100.0,91503931250000.0
1586,7.6e-06,PTP,85.0,58404760000000.0
1587,7.6e-06,PTP,100.0,92694792800000.0
1588,7.6e-06,RB,85.0,37042582500000.0
1589,7.6e-06,RB,100.0,38518410000000.0
1590,8e-06,FT5,85.0,74765008695652.17
1591,8e-06,FT5,100.0,92158343750000.0
1592,8e-06,PTP,85.0,59366960000000.0
1593,8e-06,PTP,100.0,93869766800000.0
1594,8e-06,RB,85.0,37160870000000.0
1595,8e-06,RB,100.0,38709260000000.0
1596,8.4e-06,FT5,85.0,74697735507246.38
1597,8.4e-06,FT5,100.0,92209075000000.0
1598,8.4e-06,PTP,85.0,59599800000000.0
1599,8.4e-06,PTP,100.0,93891775200000.0
1600,8.4e-06,RB,85.0,36932295000000.0
1601,8.4e-06,RB,100.0,38413185000000.0
1602,8.8e-06,FT5,85.0,74639747826086.95
1603,8.8e-06,FT5,100.0,92039064583333.33
1604,8.8e-06,PTP,85.0,59701370000000.0
1605,8.8e-06,PTP,100.0,93723568800000.0
1606,8.8e-06,RB,85.0,36931545000000.0
1607,8.8e-06,RB,100.0,38384065000000.0
1608,9.2e-06,FT5,85.0,74627968115942.03
1609,9.2e-06,FT5,100.0,91707220833333.33
1610,9.2e-06,PTP,85.0,59731820000000.0
1611,9.2e-06,PTP,100.0,93472456400000.0
1612,9.2e-06,RB,85.0,37149805000000.0
1613,9.2e-06,RB,100.0,38618890000000.0
1614,9.6e-06,FT5,85.0,74643555072463.77
1615,9.6e-06,FT5,100.0,91507654166666.67
1616,9.6e-06,PTP,85.0,59877020000000.0
1617,9.6e-06,PTP,100.0,93516545600000.0
1618,9.6e-06,RB,85.0,37221147500000.0
1619,9.6e-06,RB,100.0,38709835000000.0
1620,1e-05,FT5,85.0,74691408695652.17
1621,1e-05,FT5,100.0,91646714583333.33
1622,1e-05,PTP,85.0,60295880000000.0
1623,1e-05,PTP,100.0,94171154800000.0
1624,1e-05,RB,85.0,36895702500000.0
1625,1e-05,RB,100.0,38383425000000.0
1626,1.05e-05,FT5,85.0,74537261594202.9
1627,1.05e-05,FT5,100.0,91678275000000.0
1628,1.05e-05,PTP,85.0,60640500000000.0
1629,1.05e-05,PTP,100.0,94751200400000.0
1630,1.05e-05,RB,85.0,36354015000000.0
1631,1.05e-05,RB,100.0,37844590000000.0
1632,1.1e-05,FT5,85.0,73732358695652.17
1633,1.1e-05,FT5,100.0,90882375000000.0
1634,1.1e-05,PTP,85.0,60291370000000.0
1635,1.1e-05,PTP,100.0,94106572400000.0
1636,1.1e-05,RB,85.0,35806652500000.0
1637,1.1e-05,RB,100.0,37341310000000.0
1638,1.15e-05,FT5,85.0,72738262318840.58
1639,1.15e-05,FT5,100.0,89751656250000.0
1640,1.15e-05,PTP,85.0,59435350000000.0
1641,1.15e-05,PTP,100.0,92599552400000.0
1642,1.15e-05,RB,85.0,35532242500000.0
1643,1.15e-05,RB,100.0,37107815000000.0
1644,1.2e-05,FT5,85.0,72774289130434.78
1645,1.2e-05,FT5,100.0,89739056250000.0
1646,1.2e-05,PTP,85.0,59032480000000.0
1647,1.2e-05,PTP,100.0,91901667600000.0
1648,1.2e-05,RB,85.0,35916837500000.0
1649,1.2e-05,RB,100.0,37447355000000.0
1650,1.275e-05,FT5,85.0,73758354347826.1
1651,1.275e-05,FT5,100.0,90904404166666.67
1652,1.275e-05,PTP,85.0,59533440000000.0
1653,1.275e-05,PTP,100.0,92629376800000.0
1654,1.275e-05,RB,85.0,36633232500000.0
1655,1.275e-05,RB,100.0,38102340000000.0
1656,1.35e-05,FT5,85.0,74532699275362.31
1657,1.35e-05,FT5,100.0,91879752083333.33
1658,1.35e-05,PTP,85.0,60390820000000.0
1659,1.35e-05,PTP,100.0,93850767600000.0
1660,1.35e-05,RB,85.0,36982832500000.0
1661,1.35e-05,RB,100.0,38448815000000.0
1662,1.425e-05,FT5,85.0,74680363043478.27
1663,1.425e-05,FT5,100.0,91935422916666.67
1664,1.425e-05,PTP,85.0,60896350000000.0
1665,1.425e-05,PTP,100.0,94617168800000.0
1666,1.425e-05,RB,85.0,36923910000000.0
1667,1.425e-05,RB,100.0,38363810000000.0
1668,1.5e-05,FT5,85.0,74369981159420.3
1669,1.5e-05,FT5,100.0,91476166666666.67
1670,1.5e-05,PTP,85.0,60646500000000.0
1671,1.5e-05,PTP,100.0,94475765600000.0
1672,1.5e-05,RB,85.0,36719470000000.0
1673,1.5e-05,RB,100.0,38100065000000.0
1674,1.6e-05,FT5,85.0,73752495652173.9
1675,1.6e-05,FT5,100.0,91034672916666.67
1676,1.6e-05,PTP,85.0,59654660000000.0
1677,1.6e-05,PTP,100.0,93494704000000.0
1678,1.6e-05,RB,85.0,36441825000000.0
1679,1.6e-05,RB,100.0,37814055000000.0
1680,1.7e-05,FT5,85.0,73137536956521.73
1681,1.7e-05,FT5,100.0,90806256250000.0
1682,1.7e-05,PTP,85.0,58370020000000.0
1683,1.7e-05,PTP,100.0,92471905600000.0
1684,1.7e-05,RB,85.0,36102857500000.0
1685,1.7e-05,RB,100.0,37532790000000.0
1686,1.8e-05,FT5,85.0,72410959420289.86
1687,1.8e-05,FT5,100.0,90568845833333.33
1688,1.8e-05,PTP,85.0,55747320000000.0
1689,1.8e-05,PTP,100.0,90732607600000.0
1690,1.8e-05,RB,85.0,35666252500000.0
1691,1.8e-05,RB,100.0,37117625000000.0
1692,1.9e-05,FT5,85.0,71462541304347.83
1693,1.9e-05,FT5,100.0,89751847916666.67
1694,1.9e-05,PTP,85.0,53129690000000.0
1695,1.9e-05,PTP,100.0,88592983200000.0
1696,1.9e-05,RB,85.0,35085690000000.0
1697,1.9e-05,RB,100.0,36511330000000.0
1698,2e-05,FT5,85.0,70981352898550.72
1699,2e-05,FT5,100.0,88949704166666.67
1700,2e-05,PTP,85.0,54024060000000.0
1701,2e-05,PTP,100.0,88662074000000.0
1702,2e-05,RB,85.0,34714327500000.0
1703,2e-05,RB,100.0,36203805000000.0
1704,2.1e-05,FT5,85.0,71372649275362.31
1705,2.1e-05,FT5,100.0,89150412500000.0
1706,2.1e-05,PTP,85.0,56434680000000.0
1707,2.1e-05,PTP,100.0,90267610000000.0
1708,2.1e-05,RB,85.0,34988440000000.0
1709,2.1e-05,RB,100.0,36622870000000.0
1710,2.2e-05,FT5,85.0,72459026811594.2
1711,2.2e-05,FT5,100.0,89956010416666.67
1712,2.2e-05,PTP,85.0,58050440000000.0
1713,2.2e-05,PTP,100.0,91756524000000.0
1714,2.2e-05,RB,85.0,35736470000000.0
1715,2.2e-05,RB,100.0,37493910000000.0
1716,2.3e-05,FT5,85.0,73776639855072.47
1717,2.3e-05,FT5,100.0,90973991666666.67
1718,2.3e-05,PTP,85.0,59538730000000.0
1719,2.3e-05,PTP,100.0,93265175200000.0
1720,2.3e-05,RB,85.0,36540292500000.0
1721,2.3e-05,RB,100.0,38375170000000.0
1722,2.4e-05,FT5,85.0,74617537681159.42
1723,2.4e-05,FT5,100.0,91857420833333.33
1724,2.4e-05,PTP,85.0,60525030000000.0
1725,2.4e-05,PTP,100.0,94464478800000.0
1726,2.4e-05,RB,85.0,37030617500000.0
1727,2.4e-05,RB,100.0,38940010000000.0
